Judet;Localitate;Unit_adm;Prod_sfecla_t;Prod_oua_miibuc
GALATI;SCHELA;comuna;0;1884
GALATI;SLOBOZIA CONACHI;comuna;1500;1850
GALATI;SMARDAN;comuna;925;720
GALATI;SMULTI;comuna;0;900
GALATI;SUCEVENI;comuna;120;711
GALATI;TUDOR VLADIMIRESCU;comuna;892;1736
GALATI;TULUCESTI;comuna;5200;29569
GALATI;TEPU;comuna;1617;1399
GALATI;UMBRARESTI;comuna;1224;2040
GALATI;VALEA MARULUI;comuna;530;1169
GALATI;VARLEZI;comuna;459;2572
GALATI;VLADESTI;comuna;2000;2000
GORJ;TARGU JIU;municipiu;0;44053
GORJ;BALESTI;comuna;0;4000
GORJ;DRAGUTESTI;comuna;0;1800
GORJ;TURCINESTI;comuna;0;672
GORJ;MOTRU;oras;0;991
GORJ;NOVACI;oras;0;900
GORJ;TIRGU CARBUNESTI;oras;0;1650
GORJ;TICLENI;oras;0;2040
GORJ;ALBENI;comuna;0;1200
GORJ;ALIMPESTI;comuna;0;2400
GORJ;ANINOASA;comuna;0;1335
GORJ;ARCANI;comuna;0;1926
GORJ;BAIA DE FIER;comuna;0;1100
GORJ;BALANESTI;comuna;0;1351
GORJ;BARBATESTI;comuna;0;1125
GORJ;BENGESTI-CIOCADIA;comuna;0;540
GORJ;BERLESTI;comuna;0;1722
GORJ;BALTENI;comuna;0;2205
GORJ;BOLBOSI;comuna;0;390
GORJ;BORASCU;comuna;0;720
GORJ;BRANESTI;comuna;0;1350
GORJ;BUMBESTI-JIU;oras;0;4260
GORJ;BUMBESTI-PITIC;comuna;0;2094
GORJ;BUSTUCHIN;comuna;0;1439
GORJ;CAPRENI;comuna;0;1065
GORJ;CATUNELE;comuna;0;761
GORJ;CIUPERCENI;comuna;0;4095
GORJ;CALNIC;comuna;0;1500
GORJ;CRASNA;comuna;0;2203
GORJ;CRUSET;comuna;0;1244
GORJ;DANCIULESTI;comuna;0;840
GORJ;DANESTI;comuna;0;3660
GORJ;DRAGOTESTI;comuna;0;1531
GORJ;FARCASESTI;comuna;0;992
GORJ;GLOGOVA;comuna;0;855
GORJ;GODINESTI;comuna;0;1485
GORJ;HUREZANI;comuna;0;1402
GORJ;IONESTI;comuna;0;1258
GORJ;JUPANESTI;comuna;0;1890
GORJ;LELESTI;comuna;0;1500
GORJ;LICURICI;comuna;0;1073
GORJ;LOGRESTI;comuna;0;715
GORJ;MATASARI;comuna;0;760
GORJ;MUSETESTI;comuna;0;840
GORJ;NEGOMIR;comuna;0;1250
GORJ;PADES;comuna;0;1950
GORJ;PESTISANI;comuna;0;4949
GORJ;PLOPSORU;comuna;0;1696
GORJ;POLOVRAGI;comuna;0;1607
GORJ;PRIGORIA;comuna;0;1260
GORJ;ROSIA DE AMARADIA;comuna;0;1120
GORJ;RUNCU;comuna;0;1261
GORJ;SAMARINESTI;comuna;0;1029
GORJ;SACELU;comuna;0;1000
GORJ;SAULESTI;comuna;0;3120
GORJ;SCOARTA;comuna;0;2290
GORJ;SCHELA;comuna;0;1829
GORJ;SLIVILESTI;comuna;0;1980
GORJ;STANESTI;comuna;0;903
GORJ;STEJARI;comuna;0;2600
GORJ;STOINA;comuna;0;1500
GORJ;TELESTI;comuna;0;983
GORJ;TISMANA;comuna;0;2627
GORJ;TURBUREA;comuna;0;1005
GORJ;TURCENI;comuna;0;4201
GORJ;TANTARENI;comuna;0;3204
GORJ;URDARI;comuna;0;1155
GORJ;VAGIULESTI;comuna;0;1050
GORJ;VLADIMIR;comuna;0;1685
GORJ;ROVINARI;oras;0;250
HARGHITA;ODORHEIU SECUIESC;municipiu;120;5800
HARGHITA;BRADESTI;comuna;50;560
HARGHITA;FELICIENI;comuna;292;1090
HARGHITA;MIERCUREA CIUC;municipiu;450;441
HARGHITA;PAULENI-CIUC;comuna;375;219
HARGHITA;BAILE TUSNAD;oras;0;32
HARGHITA;BALAN;oras;0;115
HARGHITA;BORSEC;oras;0;43
HARGHITA;CRISTURU SECUIESC;oras;737;1296
HARGHITA;GHEORGHENI;oras;0;708
HARGHITA;TOPLITA;oras;0;648
HARGHITA;VLAHITA;oras;0;100
HARGHITA;ATID;comuna;310;600
HARGHITA;AVRAMESTI;comuna;200;330
HARGHITA;BILBOR;comuna;0;406
HARGHITA;CAPALNITA;comuna;0;210
HARGHITA;CIUCSANGEORGIU;comuna;0;430
HARGHITA;CIUMANI;comuna;0;66
HARGHITA;CARTA;comuna;110;1250
HARGHITA;CORBU;comuna;0;161
HARGHITA;CORUND;comuna;0;360
HARGHITA;DANESTI;comuna;60;662
HARGHITA;DEALU;comuna;0;540
HARGHITA;DITRAU;comuna;0;980
HARGHITA;DARJIU;comuna;120;345
HARGHITA;FRUMOASA;comuna;125;752
HARGHITA;GALAUTAS;comuna;0;155
HARGHITA;JOSENI;comuna;0;309
HARGHITA;LAZAREA;comuna;0;381
HARGHITA;LUETA;comuna;0;450
HARGHITA;LUNCA DE JOS;comuna;0;550
HARGHITA;LUNCA DE SUS;comuna;0;216
HARGHITA;LUPENI;comuna;525;658
HARGHITA;MARTINIS;comuna;1500;998
HARGHITA;MERESTI;comuna;150;630
HARGHITA;MIHAILENI;comuna;68;1180
HARGHITA;MUGENI;comuna;1000;923
HARGHITA;OCLAND;comuna;200;500
HARGHITA;PLAIESII DE JOS;comuna;0;360
HARGHITA;PRAID;comuna;0;825
HARGHITA;REMETEA;comuna;0;977
HARGHITA;SACEL;comuna;1010;1026
HARGHITA;SARMAS;comuna;0;400
HARGHITA;SECUIENI;comuna;400;361
HARGHITA;SICULENI;comuna;125;1260
HARGHITA;SANCRAIENI;comuna;270;1220
HARGHITA;SANDOMINIC;comuna;0;504
HARGHITA;SANMARTIN;comuna;3060;653
HARGHITA;SANSIMION;comuna;420;1228
HARGHITA;SUBCETATE;comuna;0;378
HARGHITA;SUSENI;comuna;0;510
HARGHITA;SIMONESTI;comuna;720;508
HARGHITA;TULGHES;comuna;0;150
HARGHITA;TUSNAD;comuna;50;180
HARGHITA;ULIES;comuna;600;451
HARGHITA;VARSAG;comuna;0;215
HARGHITA;VOSLABENI;comuna;0;450
HARGHITA;ZETEA;comuna;0;550
HUNEDOARA;DEVA;municipiu;1290;3567
HUNEDOARA;CARJITI;comuna;0;765
HUNEDOARA;HUNEDOARA;municipiu;30;1153
HUNEDOARA;GHELARI;comuna;0;183
HUNEDOARA;TELIUCU INFERIOR;comuna;0;611
HUNEDOARA;PETROSANI;municipiu;0;320
HUNEDOARA;LUPENI;oras;0;789
HUNEDOARA;PETRILA;oras;0;812
HUNEDOARA;URICANI;oras;0;635
HUNEDOARA;VULCAN;oras;0;911
HUNEDOARA;ANINOASA;oras;0;420
HUNEDOARA;BANITA;comuna;0;366
HUNEDOARA;BRAD;municipiu;0;1190
HUNEDOARA;CRISCIOR;comuna;0;1008
HUNEDOARA;CALAN;oras;0;1705
HUNEDOARA;HATEG;oras;0;1501
HUNEDOARA;ORASTIE;municipiu;0;1687
HUNEDOARA;SIMERIA;oras;2690;2864
HUNEDOARA;BAIA DE CRIS;comuna;0;1016
HUNEDOARA;BALSA;comuna;0;585
HUNEDOARA;BARU;comuna;0;513
HUNEDOARA;BACIA;comuna;345;800
HUNEDOARA;BAITA;comuna;0;1055
HUNEDOARA;BATRANA;comuna;0;116
HUNEDOARA;BERIU;comuna;44;1886
HUNEDOARA;BLAJENI;comuna;0;310
HUNEDOARA;BOSOROD;comuna;0;458
HUNEDOARA;BRANISCA;comuna;21;380
HUNEDOARA;BRETEA ROMANA;comuna;0;1207
HUNEDOARA;BUCES;comuna;0;681
HUNEDOARA;BUCURESCI;comuna;0;738
HUNEDOARA;BULZESTII DE SUS;comuna;0;84
HUNEDOARA;BUNILA;comuna;0;87
HUNEDOARA;BURJUC;comuna;0;891
HUNEDOARA;CERBAL;comuna;0;203
HUNEDOARA;CERTEJU DE SUS;comuna;0;671
HUNEDOARA;DENSUS;comuna;0;732
HUNEDOARA;DOBRA;comuna;165;972
HUNEDOARA;GEOAGIU;comuna;418;1310
HUNEDOARA;GURASADA;comuna;75;714
HUNEDOARA;HARAU;comuna;538;983
HUNEDOARA;ILIA;comuna;170;728
HUNEDOARA;LAPUGIU DE JOS;comuna;0;1083
HUNEDOARA;LELESE;comuna;0;147
HUNEDOARA;LUNCA CERNII DE JOS;comuna;0;210
HUNEDOARA;LUNCOIU DE JOS;comuna;0;513
HUNEDOARA;MARTINESTI;comuna;20;507
HUNEDOARA;ORASTIOARA DE SUS;comuna;0;663
HUNEDOARA;PESTISU MIC;comuna;0;592
HUNEDOARA;PUI;comuna;0;1049
HUNEDOARA;RAPOLTU MARE;comuna;405;840
HUNEDOARA;RACHITOVA;comuna;0;710
HUNEDOARA;RIBITA;comuna;0;505
HUNEDOARA;RAU DE MORI;comuna;0;561
HUNEDOARA;ROMOS;comuna;650;825
HUNEDOARA;SARMIZEGETUSA;comuna;0;355
HUNEDOARA;SALASU DE SUS;comuna;0;891
HUNEDOARA;SANTAMARIA-ORLEA;comuna;0;448
HUNEDOARA;SOIMUS;comuna;1172;880
HUNEDOARA;TOMESTI;comuna;0;287
HUNEDOARA;TOPLITA;comuna;0;340
HUNEDOARA;TOTESTI;comuna;0;399
HUNEDOARA;TURDAS;comuna;64;669
HUNEDOARA;UNIREA;comuna;0;297
HUNEDOARA;VATA DE JOS;comuna;0;1248
HUNEDOARA;VALISOARA;comuna;0;399
HUNEDOARA;VETEL;comuna;20;11218
HUNEDOARA;VORTA;comuna;0;397
HUNEDOARA;ZAM;comuna;210;804
CALARASI;CALARASI;municipiu;7447;13994
CALARASI;MODELU;comuna;520;1910
IALOMITA;SLOBOZIA;municipiu;10012;23976
IALOMITA;FETESTI;municipiu;6407;2196
IALOMITA;TANDAREI;oras;872;1800
IALOMITA;ALBESTI;comuna;0;1501
IALOMITA;AMARA;comuna;0;1084
IALOMITA;ANDRASESTI;comuna;0;951
IALOMITA;BALACIU;comuna;3040;1750
CALARASI;BORCEA;comuna;320;2387
IALOMITA;BORDUSANI;comuna;0;2168
IALOMITA;BUCU;comuna;33733;2570
IALOMITA;CAZANESTI;comuna;900;1273
CALARASI;CIOCANESTI;comuna;2733;4738
IALOMITA;CIOCHINA;comuna;865;3038
IALOMITA;CIULNITA;comuna;0;1277
IALOMITA;COCORA;comuna;635;2531
IALOMITA;COSAMBESTI;comuna;225;840
CALARASI;CUZA VODA;comuna;0;2374
CALARASI;DICHISENI;comuna;0;560
CALARASI;DOR MARUNT;comuna;952;5678
CALARASI;DOROBANTU;comuna;3560;653
CALARASI;DRAGALINA;comuna;2721;1440
CALARASI;DRAGOS VODA;comuna;2556;2080
IALOMITA;FACAENI;comuna;8853;2502
IALOMITA;GHEORGHE DOJA;comuna;2400;648
IALOMITA;GHEORGHE LAZAR;comuna;4313;1653
IALOMITA;GIURGENI;comuna;0;492
CALARASI;GRADISTEA;comuna;4975;3400
IALOMITA;GRINDU;comuna;3276;825
IALOMITA;GRIVITA;comuna;2940;2287
CALARASI;INDEPENDENTA;comuna;1951;4464
CALARASI;JEGALIA;comuna;250;2389
CALARASI;LEHLIU;comuna;707;2496
CALARASI;LEHLIU GARA;oras;0;1434
CALARASI;LUPSANU;comuna;108;2152
IALOMITA;MIHAIL KOGALNICEANU;comuna;960;1870
IALOMITA;MILOSESTI;comuna;940;1340
IALOMITA;MOVILA;comuna;0;1811
IALOMITA;MUNTENI-BUZAU;comuna;2325;2313
CALARASI;ALEXANDRU ODOBESCU;comuna;0;884
IALOMITA;PERIETI;comuna;0;1485
CALARASI;PERISORU;comuna;2419;1319
IALOMITA;REVIGA;comuna;2161;1243
CALARASI;ROSETI;comuna;0;441
IALOMITA;SALCIOARA;comuna;675;816
IALOMITA;SAVENI;comuna;5531;3420
IALOMITA;SCANTEIA;comuna;13860;2170
IALOMITA;SFANTU GHEORGHE;comuna;490;1020
IALOMITA;STELNICA;comuna;0;945
IALOMITA;SUDITI;comuna;508;1054
CALARASI;STEFAN CEL MARE;comuna;1330;1875
CALARASI;STEFAN VODA;comuna;9281;729
CALARASI;ULMU;comuna;220;372
CALARASI;UNIREA;comuna;0;2090
IALOMITA;VALEA CIORII;comuna;40;695
CALARASI;VALCELELE;comuna;0;2367
CALARASI;VLAD TEPES;comuna;0;1963
IALOMITA;VLADENI;comuna;260;802
IASI;IASI;municipiu;53;3515
IASI;BARNOVA;comuna;156;1394
IASI;HOLBOCA;comuna;1895;1083
IASI;REDIU;comuna;1200;2190
IASI;TOMESTI;comuna;120;1606
IASI;HARLAU;oras;470;1044
IASI;PASCANI;municipiu;8281;3754
IASI;TARGU FRUMOS;oras;684;3240
IASI;TARGU FRUMOS;comuna;6520;8000
IASI;ALEXANDRU I. CUZA;comuna;2700;2090
IASI;ANDRIESENI;comuna;4000;3067
IASI;ARONEANU;comuna;1508;1957
IASI;BALTATI;comuna;2495;972
IASI;BELCESTI;comuna;775;5119
IASI;BIVOLARI;comuna;2812;8932
IASI;UNGHENI;comuna;752;1607
IASI;BRAESTI;comuna;1050;751
IASI;BUTEA;comuna;2400;1464
IASI;CEPLENITA;comuna;825;1572
IASI;CIORTESTI;comuna;2800;3540
IASI;CIUREA;comuna;158;4082
IASI;COARNELE CAPREI;comuna;1830;2160
IASI;COMARNA;comuna;540;1161
IASI;COSTULENI;comuna;600;2340
IASI;COTNARI;comuna;142;1706
IASI;COZMESTI;comuna;800;1487
IASI;CRISTESTI;comuna;1620;1990
IASI;CUCUTENI;comuna;655;1457
IASI;DAGATA;comuna;1395;2394
IASI;DELENI;comuna;2796;2379
IASI;DOBROVAT;comuna;1050;1661
IASI;DOLHESTI;comuna;750;1107
IASI;DUMESTI;comuna;2750;1753
IASI;ERBICENI;comuna;1656;1661
IASI;FOCURI;comuna;3360;2470
IASI;GOLAIESTI;comuna;600;1774
IASI;GORBAN;comuna;360;2779
IASI;GRAJDURI;comuna;200;2891
IASI;GROPNITA;comuna;2650;1738
IASI;GROZESTI;comuna;132;640
IASI;HALAUCESTI;comuna;3287;4340
IASI;HELESTENI;comuna;1196;3889
IASI;HORLESTI;comuna;645;2814
IASI;IPATELE;comuna;2300;1591
IASI;LESPEZI;comuna;1800;5808
IASI;LETCANI;comuna;1800;2516
IASI;LUNGANI;comuna;1517;1024
IASI;MADARJAC;comuna;60;650
IASI;MIRCESTI;comuna;2455;3608
IASI;MIRONEASA;comuna;190;978
IASI;MIROSLAVA;comuna;940;24758
IASI;MIROSLOVESTI;comuna;2656;3030
IASI;MOGOSESTI;comuna;1144;1800
IASI;MOGOSESTI-SIRET;comuna;787;2700
IASI;MOSNA;comuna;750;1552
IASI;MOTCA;comuna;1250;715
IASI;MOVILENI;comuna;2312;2242
IASI;OTELENI;comuna;400;2655
IASI;PLUGARI;comuna;2050;1913
IASI;PODU ILOAIEI;comuna;1458;2941
IASI;POPESTI;comuna;1995;2168
IASI;POPRICANI;comuna;1740;5433
IASI;PRISACANI;comuna;1120;3625
IASI;PROBOTA;comuna;2500;2610
IASI;RADUCANENI;comuna;1800;1700
IASI;ROMANESTI;comuna;1200;2090
IASI;RUGINOASA;comuna;2184;3960
IASI;SCHITU DUCA;comuna;1500;4050
IASI;SCANTEIA;comuna;1695;1688
IASI;SCOBINTI;comuna;635;3287
IASI;SINESTI;comuna;1250;1047
IASI;SIRETEL;comuna;280;1165
IASI;STOLNICENI-PRAJESCU;comuna;3539;4486
IASI;STRUNGA;comuna;2293;1756
IASI;SCHEIA;comuna;1728;1537
IASI;SIPOTE;comuna;4125;5870
IASI;TANSA;comuna;1800;3825
IASI;TATARUSI;comuna;1104;1845
IASI;TODIRESTI;comuna;3200;3282
IASI;TRIFESTI;comuna;2150;3608
IASI;TIBANA;comuna;797;1418
IASI;TIBANESTI;comuna;2000;2020
IASI;TIGANASI;comuna;1603;1684
IASI;TUTORA;comuna;1250;1353
IASI;VALEA SEACA;comuna;1050;6232
IASI;VICTORIA;comuna;1200;1073
IASI;VANATORI;comuna;1364;5502
IASI;VLADENI;comuna;4000;1563
IASI;VOINESTI;comuna;312;11290
GIURGIU;GIURGIU;municipiu;0;4125
GIURGIU;SLOBOZIA;comuna;28;332
ILFOV;BUFTEA;oras;0;23595
CALARASI;OLTENITA;municipiu;0;2800
CALARASI;MITRENI;comuna;1070;1151
IALOMITA;URZICENI;municipiu;40;990
IALOMITA;CIOCARLIA;comuna;0;420
IALOMITA;MANASIA;comuna;0;1733
IALOMITA;ADANCATA;comuna;100;2125
GIURGIU;ADUNATII-COPACENI;comuna;0;1995
ILFOV;AFUMATI;comuna;0;1232
IALOMITA;ALEXENI;comuna;450;1662
IALOMITA;ARMASESTI;comuna;0;2106
IALOMITA;AXINTELE;comuna;270;1141
ILFOV;BALOTESTI;comuna;0;9703
GIURGIU;BANEASA;comuna;0;2430
IALOMITA;BARCANESTI;comuna;0;3285
CALARASI;BELCIUGATELE;comuna;0;637
ILFOV;BERCENI;comuna;71;318
GIURGIU;BOLINTIN-DEAL;comuna;0;1411
GIURGIU;BOLINTIN-VALE;oras;0;2145
IALOMITA;BRAZII;comuna;200;1725
ILFOV;BRANESTI;comuna;0;1523
DIMBOVITA;BREZOAELE;comuna;0;1316
GIURGIU;BUCSANI;comuna;0;1425
CALARASI;BUDESTI;oras;0;4237
GIURGIU;BULBUCATA;comuna;0;1300
DIMBOVITA;BUTIMANU;comuna;0;853
GIURGIU;BUTURUGENI;comuna;0;1638
GIURGIU;CALUGARENI;comuna;0;4130
CALARASI;CASCIOARELE;comuna;40;540
ILFOV;CERNICA;comuna;0;779
CALARASI;CHARNOGI;comuna;442;1900
CALARASI;CHISELET;comuna;80;292
DIMBOVITA;CIOCANESTI;comuna;0;1170
ILFOV;CIOLPANI;comuna;0;1296
ILFOV;CIOROGARLA;comuna;0;640
GIURGIU;CLEJANI;comuna;0;1350
ILFOV;CLINCENI;comuna;0;2480
GIURGIU;COLIBASI;comuna;0;1200
GIURGIU;COMANA;comuna;0;2301
ILFOV;CORBEANCA;comuna;0;1040
ILFOV;CORNETU;comuna;0;735
IALOMITA;COSERENI;comuna;0;2939
DIMBOVITA;CREVEDIA;comuna;0;54041
GIURGIU;CREVEDIA MARE;comuna;0;1287
CALARASI;CURCANI;comuna;0;2684
GIURGIU;DAIA;comuna;0;2354
ILFOV;DASCALU;comuna;0;1020
ILFOV;DARASTI-ILFOV;comuna;0;927
ILFOV;01.Dec;comuna;0;818
ILFOV;DOMNESTI;comuna;0;1248
ILFOV;DRAGOMIRESTI-VALE;comuna;0;4274
IALOMITA;DRAGOESTI;comuna;0;910
IALOMITA;DRIDU;comuna;102;1984
IALOMITA;FIERBINTI-TARG;comuna;0;1574
GIURGIU;FLORESTI-STOENESTI;comuna;0;1760
CALARASI;FRASINET;comuna;1048;930
GIURGIU;FRATESTI;comuna;0;2970
CALARASI;FRUMUSANI;comuna;0;4678
CALARASI;FUNDENI;comuna;0;3788
CALARASI;FUNDULEA;oras;750;1496
GIURGIU;GAISENI;comuna;0;745
ILFOV;GANEASA;comuna;0;768
GIURGIU;GAUJANI;comuna;325;1485
GIURGIU;GHIMPATI;comuna;0;2280
IALOMITA;GARBOVI;comuna;2643;976
GIURGIU;GOGOSARI;comuna;0;3075
GIURGIU;GOSTINU;comuna;0;1440
GIURGIU;GOSTINARI;comuna;0;1100
GIURGIU;GRADINARI;comuna;0;1827
ILFOV;GRADISTEA;comuna;0;739
GIURGIU;GREACA;comuna;0;3200
ILFOV;GRUIU;comuna;0;5468
CALARASI;GURBANESTI;comuna;860;878
GIURGIU;HOTARELE;comuna;0;2211
GIURGIU;IEPURESTI;comuna;0;13276
CALARASI;ILEANA;comuna;0;1120
IALOMITA;ION ROATA;comuna;315;2430
GIURGIU;IZVOARELE;comuna;0;2358
IALOMITA;JILAVELE;comuna;0;3060
GIURGIU;JOITA;comuna;0;1622
GIURGIU;LETCA NOUA;comuna;0;1540
CALARASI;LUICA;comuna;228;1070
GIURGIU;MIHAI BRAVU;comuna;0;918
GIURGIU;MIHAILESTI;oras;0;2340
CALARASI;MANASTIREA;comuna;2705;821
GIURGIU;MARSA;comuna;0;775
ILFOV;MOARA VLASIEI;comuna;0;2175
IALOMITA;MOVILITA;comuna;0;4350
CALARASI;NANA;comuna;200;2338
CALARASI;NICOLAE BALCESCU;comuna;0;1882
DIMBOVITA;NICULESTI;comuna;0;620
ILFOV;NUCI;comuna;0;1511
GIURGIU;OGREZENI;comuna;0;1100
GIURGIU;OINACU;comuna;0;1740
ILFOV;PERIS;comuna;0;3588
ILFOV;PETRACHIOAIA;comuna;0;880
CALARASI;PLATARESTI;comuna;0;1310
GIURGIU;PRUNDU;comuna;0;2340
GIURGIU;PUTINEIU;comuna;90;2113
CALARASI;RADOVANU;comuna;265;4368
GIURGIU;RASUCENI;comuna;209;480
GIURGIU;ROATA DE JOS;comuna;0;2250
CALARASI;SARULESTI;comuna;0;1080
GIURGIU;SCHITU;comuna;30;1011
IALOMITA;SINESTI;comuna;723;1200
GIURGIU;SINGURENI;comuna;0;1028
DIMBOVITA;SLOBOZIA MOARA;comuna;0;1200
ILFOV;SNAGOV;comuna;0;20336
CALARASI;SOHATU;comuna;200;3120
CALARASI;SPANTOV;comuna;609;492
GIURGIU;STANESTI;comuna;0;2750
GIURGIU;STOENESTI;comuna;13;3150
CALARASI;SOLDANU;comuna;60;699
ILFOV;STEFANESTII DE JOS;comuna;0;458
CALARASI;TAMADAU MARE;comuna;0;2205
DIMBOVITA;TARTASESTI;comuna;75;21581
ILFOV;TUNARI;comuna;0;554
CALARASI;ULMENI;comuna;3718;2520
GIURGIU;ULMI;comuna;0;2136
CALARASI;VALEA ARGOVEI;comuna;1140;1440
GIURGIU;VALEA DRAGULUI;comuna;300;935
IALOMITA;VALEA MACRISULUI;comuna;1903;744
CALARASI;VASILATI;comuna;0;16461
GIURGIU;VARASTI;comuna;0;1500
GIURGIU;VEDEA;comuna;745;3000
ILFOV;VIDRA;comuna;0;589
GIURGIU;VANATORII MICI;comuna;0;590
MARAMURES;BAIA MARE;municipiu;0;92527
MARAMURES;GROSI;comuna;0;852
MARAMURES;RECEA;comuna;0;692
MARAMURES;TAUTII-MAGHERAUS;comuna;0;480
MARAMURES;SIGHETU MARMATIEI;municipiu;0;3750
MARAMURES;SARASAU;comuna;0;375
MARAMURES;VADU IZEI;comuna;0;757
MARAMURES;BAIA SPRIE;oras;0;1125
MARAMURES;BORSA;oras;0;4628
MARAMURES;CAVNIC;oras;0;211
MARAMURES;TARGU LAPUS;oras;0;2475
MARAMURES;VISEU DE SUS;oras;0;1133
MARAMURES;ARDUSAT;comuna;0;548
MARAMURES;ARINIS;comuna;0;272
MARAMURES;ASUAJU DE SUS;comuna;0;270
MARAMURES;BAITA DE SUB CODRU;comuna;0;552
MARAMURES;BAIUT;comuna;0;132
MARAMURES;BASESTI;comuna;100;390
MARAMURES;BICAZ;comuna;0;584
MARAMURES;BISTRA;comuna;0;525
MARAMURES;BARSANA;comuna;0;482
MARAMURES;BOCICOIU MARE;comuna;0;297
MARAMURES;BOGDAN VODA;comuna;0;497
MARAMURES;BOIU MARE;comuna;0;360
MARAMURES;BOTIZA;comuna;0;476
MARAMURES;BUDESTI;comuna;0;560
MARAMURES;CALINESTI;comuna;0;524
MARAMURES;CERNESTI;comuna;0;810
MARAMURES;CICARLAU;comuna;0;1600
MARAMURES;CAMPULUNG LA TISA;comuna;0;601
MARAMURES;COPALNIC-MANASTUR;comuna;0;1960
MARAMURES;COROIENI;comuna;0;1214
MARAMURES;CUPSENI;comuna;0;607
MARAMURES;DESESTI;comuna;0;450
MARAMURES;DRAGOMIRESTI;comuna;0;603
MARAMURES;DUMBRAVITA;comuna;0;1320
MARAMURES;FARCASA;comuna;0;1500
MARAMURES;GIULESTI;comuna;0;840
MARAMURES;IEUD;comuna;0;644
MARAMURES;LAPUS;comuna;0;252
MARAMURES;LEORDINA;comuna;0;495
MARAMURES;MIRESU MARE;comuna;0;1071
MARAMURES;MOISEI;comuna;0;825
MARAMURES;OARTA DE JOS;comuna;0;660
MARAMURES;OCNA SUGATAG;comuna;0;366
MARAMURES;PETROVA;comuna;0;480
MARAMURES;POIENILE DE SUB MUNTE;comuna;0;592
MARAMURES;REMETEA CHIOARULUI;comuna;0;480
MARAMURES;REMETI;comuna;0;250
MARAMURES;REPEDEA;comuna;0;360
MARAMURES;RONA DE JOS;comuna;0;494
MARAMURES;RONA DE SUS;comuna;0;180
MARAMURES;ROZAVLEA;comuna;0;787
MARAMURES;RUSCOVA;comuna;0;600
MARAMURES;SATULUNG;comuna;0;1680
MARAMURES;SACALASENI;comuna;0;861
MARAMURES;SACEL;comuna;0;676
MARAMURES;SALISTEA DE SUS;comuna;0;504
MARAMURES;SALSIG;comuna;0;3075
MARAMURES;SAPANTA;comuna;0;523
MARAMURES;SEINI;oras;0;2496
MARAMURES;STRAMTURA;comuna;0;568
MARAMURES;SUCIU DE SUS;comuna;0;928
MARAMURES;SISESTI;comuna;0;854
MARAMURES;SOMCUTA MARE;comuna;0;1163
MARAMURES;ULMENI;comuna;100;2195
MARAMURES;VALEA CHIOARULUI;comuna;0;599
MARAMURES;VIMA MICA;comuna;0;409
MARAMURES;VISEU DE JOS;comuna;0;910
MEHEDINTI;DROBETA-TURNU SEVERIN;municipiu;0;1980
MEHEDINTI;SIMIAN;comuna;0;2110
MEHEDINTI;BAIA DE ARAMA;oras;0;552
MEHEDINTI;OBARSIA-CLOSANI;comuna;0;117
MEHEDINTI;ORSOVA;oras;0;773
MEHEDINTI;STREHAIA;oras;0;511
MEHEDINTI;VANJU MARE;oras;0;2365
MEHEDINTI;BALA;comuna;0;1140
MEHEDINTI;BALTA;comuna;0;446
MEHEDINTI;BALACITA;comuna;100;2118
MEHEDINTI;BACLES;comuna;0;2119
MEHEDINTI;BALVANESTI;comuna;0;517
MEHEDINTI;BREZNITA-MOTRU;comuna;0;1058
MEHEDINTI;BREZNITA-OCOL;comuna;0;1960
MEHEDINTI;BROSTENI;comuna;0;1339
MEHEDINTI;BURILA MARE;comuna;0;1080
MEHEDINTI;BUTOIESTI;comuna;0;603
MEHEDINTI;CAZANESTI;comuna;0;1108
MEHEDINTI;CIRESU;comuna;0;189
MEHEDINTI;CORCOVA;comuna;0;330
MEHEDINTI;CORLATEL;comuna;0;2463
MEHEDINTI;CUJMIR;comuna;0;4675
MEHEDINTI;DEVESEL;comuna;0;3300
MEHEDINTI;DARVARI;comuna;0;326
MEHEDINTI;DUMBRAVA;comuna;0;1365
MEHEDINTI;FLORESTI;comuna;0;1341
MEHEDINTI;GARLA MARE;comuna;600;8224
MEHEDINTI;GODEANU;comuna;0;398
MEHEDINTI;GOGOSU;comuna;0;1368
MEHEDINTI;GRECI;comuna;0;1132
MEHEDINTI;GROZESTI;comuna;0;691
MEHEDINTI;GRUIA;comuna;0;1810
MEHEDINTI;HANOVA;comuna;0;3444
MEHEDINTI;HUSNICIOARA;comuna;0;2723
MEHEDINTI;ESELNITA;comuna;0;1320
MEHEDINTI;ILOVAT;comuna;0;828
MEHEDINTI;ILOVITA;comuna;0;900
MEHEDINTI;ISVERNA;comuna;0;1639
MEHEDINTI;IZVORU BARZII;comuna;0;637
MEHEDINTI;JIANA;comuna;310;3515
MEHEDINTI;LIVEZILE;comuna;0;1200
MEHEDINTI;MALOVAT;comuna;0;600
MEHEDINTI;OBARSIA DE CAMP;comuna;450;1404
MEHEDINTI;OPRISOR;comuna;300;1222
MEHEDINTI;PADINA;comuna;0;1960
MEHEDINTI;PATULELE;comuna;0;1538
MEHEDINTI;DUBOVA;comuna;0;182
MEHEDINTI;PODENI;comuna;0;182
MEHEDINTI;PONOARELE;comuna;0;726
MEHEDINTI;POROINA MARE;comuna;0;2210
MEHEDINTI;PRISTOL;comuna;0;2264
